nombre;url;municipio;telefonos;direccion;codigopostal;detallesObtenidos;fax;email;latitud;longitud;provincia;juez
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---Motilla-del-Palancar?provincia=16;Motilla del Palancar;969 33 12 53969 33 12 99;C/ Francisco Ruiz Jarabo, 8;16200;True;969 33 23 18;mixto2.motilladelpalancar@justicia.es;39.565674;-1.9122221;Cuenca;
Sección Civil y de Instrucción del Tribunal de Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--1---San-Clemente?provincia=16;San Clemente;969 30 00 04969 30 02 65;Pza. de la Iglesia, 1;16600;True;969 30 70 04;mixto1.sanclemente@justicia.es;39.402905;-2.429636;Cuenca;ALVARO VALENCIA, PAULA
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---San-Clemente?provincia=16;San Clemente;969 30 02 67969 30 02 08;Pza. de la Iglesia, 1;16600;True;969 30 09 02;mixto2.sanclemente@justicia.es;39.402905;-2.429636;Cuenca;MUÑOZ RODRIGUEZ, MARTA
Sección Civil y de Instrucción del Tribunal de Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--1---Tarancon?provincia=16;Tarancón;969 32 01 27969 32 02 95;Avda. Miguel de Cervantes, 46;16400;True;969 32 52 82;mixto1.tarancon@justicia.es;40.010014;-3.0113516;Cuenca;
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---Tarancon?provincia=16;Tarancón;969 32 01 98969 32 01 08;Avda. Miguel de Cervantes, 46;16400;True;969 32 48 35;mixto2.tarancon@justicia.es;40.010014;-3.0113516;Cuenca;
Sección Civil y de Instrucción del Tribunal de Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--1---Azpeitia?provincia=20;Azpeitia;943 02 51 91;C/ Euskalerria, 30. Sanjuandegi Auzoa;20730;True;;mixto1.azpeitia@justizia.eus;43.17911;-2.269079;Gipuzkoa;CARREÑO NUÑEZ, ESTEFANIA
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---Azpeitia?provincia=20;Azpeitia;943 02 51 92;C/ Euskalerria, 30. Sanjuandegi Auzoa;20730;True;;mixto2.azpeitia@justizia.eus;43.17911;-2.269079;Gipuzkoa;PEREZ HIERRO, NAGORE
Juzgado de Primera Instancia e Instrucción nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--1---Eibar?provincia=20;Eibar;943 03 34 01;C/ Juan Gisasola, 1-D;20600;True;;mixto1.eibar@justizia.eus;43.182384;-2.4720676;Gipuzkoa;ARIAS VILUMBRALES, LOURDES
Juzgado de Primera Instancia e Instrucción nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-e-Instruccion-n--2---Eibar?provincia=20;Eibar;943 03 34 02;C/ Juan Gisasola, 1-D;20600;True;;mixto2.eibar@justizia.eus;43.182384;-2.4720676;Gipuzkoa;SALGADO LUELMO, MARIA DOLORES
Juzgado de lo Social Único;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-Unico---Eibar?provincia=20;Eibar;943 03 34 03;C/ Juan Gisasola, 1-D;20600;True;;social1.eibar@justizia.eus;43.182384;-2.4720676;Gipuzkoa;BOBILLO BLANCO, JULIA MARIA
Sección Civil y de Instrucción del Tribunal de Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--1---Irun?provincia=20;Irun;943 02 01 41943 02 01 44;Iparralde Etorbidea, 9;20300;True;;mixto1.irun@justizia.eus;43.340916;-1.7906326;Gipuzkoa;
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---Irun?provincia=20;Irun;943 02 01 42943 02 01 44;Iparralde Etorbidea, 9;20300;True;;mixto2.irun@justizia.eus;43.340916;-1.7906326;Gipuzkoa;MERE BERMEJO, CRISTINA
Sección Civil y de Instrucción del Tribunal de Instancia nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--3---Irun?provincia=20;Irun;943 02 01 43943 02 01 44;Iparralde Etorbidea, 9;20300;True;;mixto3.irun@justizia.eus;43.340916;-1.7906326;Gipuzkoa;
Sección Civil y de Instrucción del Tribunal de Instancia nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--4---Irun?provincia=20;Irun;943 02 01 39943 02 01 44;Iparralde Etorbidea, 9;20300;True;;mixto4.irun@justizia.eus;43.340916;-1.7906326;Gipuzkoa;FUERTES IGLESIAS, CRISTINA
Sección Civil y de Instrucción del Tribunal de Instancia nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--5---Irun?provincia=20;Irun;943 02 01 51943 02 01 44;Iparralde Etorbidea, 9;20300;True;;mixto5.irun@justizia.eus;43.340916;-1.7906326;Gipuzkoa;QUINTO OLLOQUIEGUI, AINHOA
Audiencia Provincial Penal nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--1---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 11943 00 07 00;C/ San Martín, 41;20007;True;;audiencia.s1.gipuzkoa@justizia.eus;43.31632;-1.9848156;Gipuzkoa;AGUIRRE ZUAZO, MARIA JOSE
Audiencia Provincial Penal nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--1---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 11943 00 07 00;C/ San Martín, 41;20007;True;;audiencia.s1.gipuzkoa@justizia.eus;43.31632;-1.9848156;Gipuzkoa;HOYOS MORENO, JORGE JUAN
Audiencia Provincial Penal nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--1---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 11943 00 07 00;C/ San Martín, 41;20007;True;;audiencia.s1.gipuzkoa@justizia.eus;43.31632;-1.9848156;Gipuzkoa;MAESO VENTUREIRA, AUGUSTO
Audiencia Provincial Civil nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--2---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 12943 00 07 00;C/ San Martín, 41;20007;True;;audiencia.s2.gipuzkoa@justizia.eus;43.31632;-1.9848156;Gipuzkoa;DOMEÑO NIETO, YOLANDA
Audiencia Provincial Civil nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--2---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 12943 00 07 00;C/ San Martín, 41;20007;True;;audiencia.s2.gipuzkoa@justizia.eus;43.31632;-1.9848156;Gipuzkoa;ECHARANDIO HERRERA, EDORTA JOSU
Audiencia Provincial Civil nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--2---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 12943 00 07 00;C/ San Martín, 41;20007;True;;audiencia.s2.gipuzkoa@justizia.eus;43.31632;-1.9848156;Gipuzkoa;PEÑALBA OTADUY, FELIPE
Audiencia Provincial Civil nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--2---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 12943 00 07 00;C/ San Martín, 41;20007;True;;audiencia.s2.gipuzkoa@justizia.eus;43.31632;-1.9848156;Gipuzkoa;SUAREZ ODRIOZOLA, IÑIGO FRANCISCO
Audiencia Provincial Civil nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Civil-n--2---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 12943 00 07 00;C/ San Martín, 41;20007;True;;audiencia.s2.gipuzkoa@justizia.eus;43.31632;-1.9848156;Gipuzkoa;VALDES-BANGO SOLER, ALFREDO
Audiencia Provincial Penal nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--3---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 13943 00 07 00;C/ San Martín, 41;20007;True;;audiencia.s3.gipuzkoa@justizia.eus;43.31632;-1.9848156;Gipuzkoa;BILDARRAZ ALZURI, MARIA DEL CARMEN
Audiencia Provincial Penal nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Penal-n--3---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 13943 00 07 00;C/ San Martín, 41;20007;True;;audiencia.s3.gipuzkoa@justizia.eus;43.31632;-1.9848156;Gipuzkoa;GARCIA MARCOS, JULIAN
Audiencia Provincial Presidencia;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Audiencia-Provincial-Presidencia---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 11943 00 07 00;C/ San Martín, 41;20007;True;;200592001@justizia.eus;43.31632;-1.9848156;Gipuzkoa;BARBARIN URQUIAGA, MARIA JOSEFA
Juzgado de Primera Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--1---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 31943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instancia1.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;
Juzgado de Primera Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--2---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 32943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instancia2.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;GALINDO CLARIMON, JOSE MARIA
Juzgado de Primera Instancia nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--3---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 33943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instancia3.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;GARCIA ALEGRE, ELISABET
Juzgado de Primera Instancia nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--4---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 34943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instancia4.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;LOPEZ CAUSAPE, HECTOR
Juzgado de Primera Instancia nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--5---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 00943 00 07 35;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instancia5.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;AGUIRRE ALLENDE, PABLO
Juzgado de Primera Instancia nº 6;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--6---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 36943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instancia6.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;BERNAL DAFAUCE, ANA ROSA
Juzgado de Primera Instancia nº 7;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--7---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 37943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instancia7.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;HILINGER CUELLAR, BEATRIZ
Juzgado de Primera Instancia nº 8;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Primera-Instancia-n--8---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 38943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instancia8.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;CERON RIPOLL, EVA
Juzgado de Instrucción nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--1---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 21943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instruccion1.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;RODRIGUEZ TRIGUEROS, ENRIQUE
Juzgado de Instrucción nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--2---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 22943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instruccion2.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;RUA PORTU, MARIA JOSE
Juzgado de Instrucción nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--3---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 23943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instruccion3.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;ALDABE ROMERO, MAITE KIZKITZA
Juzgado de Instrucción nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--4---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 24943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instruccion4.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;PEREZ ASENJO, ANA ISABEL
Juzgado de Instrucción nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Instruccion-n--5---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 25943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;instruccion5.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;VILLANUEVA HORMIAS, SILVIA
Juzgado de lo Social nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--1---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 71943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;social1.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;ZUMALABE ROMEO, IRATI
Juzgado de lo Social nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--2---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 72943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;social2.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;ZABALA ALVAREZ, MAIALEN
Juzgado de lo Social nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--3---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 73943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;social3.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;RODRIGUEZ-MADRIDEJOS MURCIA, CARLOS TULIO
Juzgado de lo Social nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--4---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 74943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;social4.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;BANDRES ERMUA, RICARDO
Juzgado de lo Social nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Social-n--5---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 43 92943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;social5.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;IRAZUSTA ZUBIMENDI, MARIA GABRIELA
Juzgado de lo Contencioso-Administrativo nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--1---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 77943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;contencioso1.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;PEREZ SANZ, GONZALO
Juzgado de lo Contencioso-Administrativo nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--2---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 78943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;contencioso2.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;RUBIO GABAS, MARIA ANGELES
Juzgado de lo Contencioso-Administrativo nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Contencioso-Administrativo-n--3---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 79943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;contencioso3.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;HIERRO LAGE, JOSE IGNACIO
Juzgado de lo Mercantil nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Mercantil-n--1---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 29943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;mercantil1.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;MALAGON RUIZ, PEDRO JOSE
Juzgado de lo Mercantil nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Mercantil-n--2---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 65943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;mercantil2.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;SANCHEZ DE HARO, DANIEL
Juzgado de Violencia sobre la Mujer nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Violencia-sobre-la-Mujer-n--1---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 43 83943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;violencia.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;GABINO AMANTEGUI, MARIA AURORA
Juzgado de lo Penal nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--1---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 41943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;penal1.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;ROMERO BUCK ARSTAD, PEDRO SANTIAGO
Juzgado de lo Penal nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--2---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 42943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;penal2.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;
Juzgado de lo Penal nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--3---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 43943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;penal3.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;ZUBIMENDI ALCORTA, MARIA CARMEN
Juzgado de lo Penal nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--4---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 44943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;penal4.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;FUSTERO AZNAR, MARIA FRANCISCA
Juzgado de lo Penal nº 5;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-lo-Penal-n--5---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 45943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;penal5.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;ARAMENDI OLASAGASTI, XABIER
Juzgado de Menores nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Juzgado-de-Menores-n--1---Donostia---San-Sebastian?provincia=20;Donostia / San Sebastián;943 00 07 39943 00 07 00;Pza. Teresa de Calcuta, 1 (Atotxa);20012;True;;menores.donostia@justizia.eus;43.320396;-1.9750652;Gipuzkoa;JACA FLORES, IZASKUN
Sección Civil y de Instrucción del Tribunal de Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--1---Tolosa?provincia=20;Tolosa;943 00 26 01943 00 26 00;C/ San Juan, 3;20400;True;;mixto1.tolosa@justizia.eus;43.137234;-2.0756438;Gipuzkoa;MEDINA ROMAN, MARIA DEL CARMEN
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---Tolosa?provincia=20;Tolosa;943 00 26 02943 00 26 00;C/ San Juan, 3;20400;True;;mixto2.tolosa@justizia.eus;43.137234;-2.0756438;Gipuzkoa;HERNANDEZ GONZALEZ, NICOLE
Sección Civil y de Instrucción del Tribunal de Instancia nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--3---Tolosa?provincia=20;Tolosa;943 00 26 03943 00 26 00;C/ San Juan, 3;20400;True;;mixto3.tolosa@justizia.eus;43.137234;-2.0756438;Gipuzkoa;YERRO ARRIBILLAGA, IBAI
Sección Civil y de Instrucción del Tribunal de Instancia nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--4---Tolosa?provincia=20;Tolosa;943 00 26 04943 00 26 00;C/ San Juan, 3;20400;True;;mixto4.tolosa@justizia.eus;43.13675;-2.0770633;Gipuzkoa;PRO MARTINEZ, LUCIA
Sección Civil y de Instrucción del Tribunal de Instancia nº 1;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--1---Bergara?provincia=20;Bergara;943 03 80 51943 03 80 52;Ariznoa Enparantza, s/n;20570;True;;mixto1.bergara@justizia.eus;43.117233;-2.4123538;Gipuzkoa;TAPIA TRUEBA, ARIANE
Sección Civil y de Instrucción del Tribunal de Instancia nº 2;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--2---Bergara?provincia=20;Bergara;943 03 80 52943 03 80 51;Ariznoa Enparantza, s/n;20570;True;;mixto2.bergara@justizia.eus;43.117233;-2.4123538;Gipuzkoa;TESTARDINI CRESPO, RODRIGO
Sección Civil y de Instrucción del Tribunal de Instancia nº 3;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--3---Bergara?provincia=20;Bergara;943 03 80 53943 03 80 51;Ariznoa Enparantza, s/n;20570;True;;mixto3.bergara@justizia.eus;43.117233;-2.4123538;Gipuzkoa;PABLO GUERRERO, MARIA DE
Sección Civil y de Instrucción del Tribunal de Instancia nº 4;https://www.poderjudicial.es/cgpj/es/Servicios/Directorio/Directorio-de-Organos-Judiciales/Seccion-Civil-y-de-Instruccion-del-Tribunal-de-Instancia-n--4---Bergara?provincia=20;Bergara;943 03 80 54943 03 80 51;Ariznoa Enparantza, s/n;20570;True;;mixto4.bergara@justizia.eus;43.117233;-2.4123538;Gipuzkoa;BLAS PIÑEIRO, MARIA DE
